title,creation_date,date_acquired,cited_name,party_type,ratio,gender,usable_name
Gellius de Bouma, 1656,1918,"Visscher, Cornelis",,,,Cornelis
Portrait of William Wycherley,1703,1918,"Smith, John",,100,M,John
Portrait of William Wycherley,1703,1918,"Lely, Peter",,100,M,Peter
Portrait of William Sanderson,1658,1918,"Faithorne, William, the elder",,,,the
Portrait of William Sanderson,1658,1918,"Soest, Gerard",,100,M,Gerard
Anne of Austria, 1643,1918,"Morin, Jean",,90,F,Jean
Anne of Austria, 1643,1918,"Champaigne, Philippe de",,100,M,Philippe
L'Abreuvoir (The Watering Place),,1918,"Lepère, Auguste L.",,100,M,Auguste
"Harcourt (Henri de Lorraine, Comte D')",last half of the 17th century,1918,"Masson, Antoine",,99,M,Antoine
Drawing No. 6, 1914,1918,"Davies, Arthur B.",,99,M,Arthur
Sand Dunes,1909,1918,"Woodwell, Joseph R.",,100,M,Joseph
Study of Geese,1917,1918,"Benson, Frank Weston",,100,M,Frank
Geese,,1918,"Benson, Frank Weston",,100,M,Frank
Vitré: The Canal,1893,1918,"Whistler, James McNeill",,100,M,James
"The Marketplace, Vitré",1893,1918,"Whistler, James McNeill",,100,M,James
"The Clock-Makers, Paimpol",1893,1918,"Whistler, James McNeill",,100,M,James
"The Steps, Luxembourg Gardens",1893,1918,"Whistler, James McNeill",,100,M,James
"Draped Figure, Seated",1893,1918,"Whistler, James McNeill",,100,M,James
"The Whitesmiths, Impasse des Carmélites",1894,1918,"Whistler, James McNeill",,100,M,James
Rue Furstenburg,1894,1918,"Whistler, James McNeill",,100,M,James
La Belle Dame Paresseuse (The Beautiful Lady Resting),1894,1918,"Whistler, James McNeill",,100,M,James
La Fruitière de la Rue de Grenelle (The Fruitseller in Grenelle Street),1894,1918,"Whistler, James McNeill",,100,M,James
"The Smith, Passage Du Dragon",1894,1918,"Whistler, James McNeill",,100,M,James
"Little Steps, Lyme Regis",1895-1896,1918,"Whistler, James McNeill",,100,M,James
Charing Cross Railway Bridge,1896,1918,"Whistler, James McNeill",,100,M,James
"St. Anne's, Soho",1896,1918,"Whistler, James McNeill",,100,M,James
Sketch of William E. Henley,1896,1918,"Whistler, James McNeill",,100,M,James
The Broad Bridge,1878,1918,"Whistler, James McNeill",,100,M,James
Old Battersea Bridge,1879 and 1887,1918,"Whistler, James McNeill",,100,M,James
Reading,1879 and 1887,1918,"Whistler, James McNeill",,100,M,James
The Winged Hat,1890,1918,"Whistler, James McNeill",,100,M,James
The Horoscope,1889,1918,"Whistler, James McNeill",,100,M,James
"The Novel, Girl Reading",1890,1918,"Whistler, James McNeill",,100,M,James
"Cocks and Hens, Hôtel Colbert",1891,1918,"Whistler, James McNeill",,100,M,James
Etaples,1900,1918,"Taylor, Charles J.",,100,M,Charles
Colonial Maid,1917-1918,1918,"Keller, Arthur I.",,99,M,Arthur
Venetian Girl,1918,1918,"Oakley, Violet",,100,F,Violet
Girl by a Fountain,1918,1918,"Parrish, Maxfield",,100,M,Maxfield
Winter Landscape,1917-1918,1918,"Symons, George G.",,99,M,George
At the Piano,1917-1918,1918,"Weir, Julian A.",,99,M,Julian
Sketch of a Young Girl,1917-1918,1918,"Wiles, Irving R.",,100,M,Irving
Head of a Girl,1918,1918,"Olinsky, Ivan G.",,100,M,Ivan
Sketch of Ida Tarbell,1917-1918,1918,"Beaux, Cecilia",,100,F,Cecilia
An Indian Chief,1917-1918,1918,"Blumenschein, Ernest L.",,99,M,Ernest
Head of a Boy,1917-1918,1918,"Brush, George de Forest",,99,M,George
"Malines Cathedral, Belgium",1917-1918,1918,"Cooper, Colin C.",,100,M,Colin
Indian Hunter,1917-1918,1918,"Couse, Eanger I.",,,,Eanger
Marche Funèbre,1917-1918,1918,"Daingerfield, Elliott",,90,M,Elliott
A Rocky Coast,1917-1918,1918,"Dougherty, Paul",,100,M,Paul
The Meadow Brook,1917-1918,1918,"Foster, Ben",,100,M,Ben
Head of an Old Salt,1918,1918,"Ipsen, Ernest L.",,99,M,Ernest
Bead-Stringers,1879-1880,1918,"Whistler, James McNeill",,100,M,James
Peasant's Head, 1910-1915,1918,"Simon, Lucien",,100,M,Lucien
Portrait of a Woman,1880,1918,"Homer, Winslow",,77,M,Winslow
La Robe Rouge (The Red Dress),1894,1918,"Whistler, James McNeill",,100,M,James
"The Long Gallery, Louvre",1894,1918,"Whistler, James McNeill",,100,M,James
Savoy Pigeons,1896,1918,"Whistler, James McNeill",,100,M,James
The Apple Market (Marche Aux Pommes),1917,1918,"Lepère, Auguste L.",,100,M,Auguste
L'Abreuvoir au Pont Marie,1902,1918,"Lepère, Auguste L.",,100,M,Auguste
Nell Gwyn, 1740-1760,1918,"McArdell, James",,100,M,James
Nell Gwyn, 1740-1760,1918,"Lely, Peter",,100,M,Peter
Little Arthur,1857-1858,1918,"Whistler, James McNeill",,100,M,James
Joseph Pennell,1917,1918,"Hassam, Childe",,,,Childe
Esther Before Ahasuerus,1518,1918,"Leyden, Lucas van",,100,M,Lucas
The Anglers, 1653,1918,"Ostade, Adriaen Van",,,,Adriaen
The Forge,1861,1918,"Whistler, James McNeill",,100,M,James
Horsley's Cottages,1865,1918,"Haden, Seymour",,100,M,Seymour
Thames Side at Kew,1864,1918,"Haden, Seymour",,100,M,Seymour
Windmill Hill (No. 1),1877,1918,"Haden, Seymour",,100,M,Seymour
Passagers de Calais à Flessingue (after an Etching by Reynier Nooms),1850,1918,"Meryon, Charles",,100,M,Charles
La Pétite Pompe,1854,1918,"Meryon, Charles",,100,M,Charles
La Rue des Mauvais Garçons,1854,1918,"Meryon, Charles",,100,M,Charles
L'Ancien Louvre (d'après une peinture de Zeeman) (after Reytier Nooms),1851,1918,"Meryon, Charles",,100,M,Charles
The Descent from the Cross: A Sketch,1642,1918,"Rijn, Rembrandt Harmensz. van",,,,Rembrandt
"Rembrandt's Mother in a Cloth Headdress, Looking Down, Head Only",1633,1918,"Rijn, Rembrandt Harmensz. van",,,,Rembrandt
Figure Crouching,,1918,"Rodin, Auguste",,100,M,Auguste
The Amstel,1910,1918,"McBey, James",,100,M,James
Enkhuisen,1910,1918,"McBey, James",,100,M,James
France at Her Furnaces,1917,1918,"McBey, James",,100,M,James
The Moray Firth,1914,1918,"McBey, James",,100,M,James
A Norfolk Village,1915,1918,"McBey, James",,100,M,James
The Pool (Thames Set),1914,1918,"McBey, James",,100,M,James
The Somme Front,1917,1918,"McBey, James",,100,M,James
A View in Wales,1911,1918,"McBey, James",,100,M,James
Shere Mill Pond,1869,1918,"Haden, Seymour",,100,M,Seymour
"Josina Hamels, Wife of Jacques de la Faille (a pair with 18.40.3)",1589,1918,"Goltzius, Hendrick",,100,M,Hendrick
Jacques de la Faille, 1589,1918,"Goltzius, Hendrick",,100,M,Hendrick
Illustration for a Poem, 1860-1880,1918,"Darley, Felix O. C.",,100,M,Felix
A Woman in Japanese Costume at an Easel,1868,1918,"La Farge, John",,100,M,John
Landscape,1870s,1918,"Moran, Thomas",,100,M,Thomas
Portrait of Meryon,after 1858,1918,"Flameng, Léopold",,,,Léopold
Niagara, 1845-1860,1918,"Burnet, John",,100,M,John
Portrait of Meryon,1858,1918,"Flameng, Léopold",,,,Léopold
"Van Og's, Houtkoperij",1892,1918,"Cameron, David Young",,100,M,David
Egham Lock,1859,1918,"Haden, Seymour",,100,M,Seymour
La Tour de l'Horloge,1852,1918,"Meryon, Charles",,100,M,Charles
"Old St. Etienne, Caen",1907,1918,"Cameron, David Young",,100,M,David
Thames Wharf,,1918,"Cameron, David Young",,100,M,David
"Doge's Palace, Venice",1902,1918,"Cameron, David Young",,100,M,David
"Place Plumereau, Tours",1903,1918,"Cameron, David Young",,100,M,David
St. Merri,1906,1918,"Cameron, David Young",,100,M,David
"La Maison Noire, Bruges", 1907,1918,"Cameron, David Young",,100,M,David
Distant Oxford,1905,1918,"Bone, Muirhead",,,,Muirhead
"The Great Gantry, Charing Cross Station",1906-1907,1918,"Bone, Muirhead",,,,Muirhead
"Brünnhilde, Twilight of the Gods (Brünnhilde, Crépuscule des Dieux)",1894,1919,"Redon, Odilon",,100,M,Odilon
"Margaret of Anjou (from Shakespeare, Henry VI, part 1)","January 20,1784",1919,"White, Charles",,100,M,Charles
"Margaret of Anjou (from Shakespeare, Henry VI, part 1)","January 20,1784",1919,"Stothard, Thomas",,100,M,Thomas
Music,1783,1919,"Sintzenich, Heinrich",,100,M,Heinrich
Music,1783,1919,"Carriera, Rosalba",,100,F,Rosalba
Sir Thomas Jones, 1670-1680,1919,"Claret, William Wolfgang",,100,M,William
Sir Thomas Jones, 1670-1680,1919,"Tompson, Richard",,100,M,Richard
Children Nutting,1788,1919,"Dayes, Edward",,100,M,Edward
Children Nutting,1788,1919,"Morland, George",,99,M,George
Playing with a Monkey,1797,1919,"Reynolds, J. R.",,,,J.
Playing with a Monkey,1797,1919,"Morland, George",,99,M,George
"Giles, the Farmer's Boy",1803,1919,"Ward, William",,100,M,William
"Giles, the Farmer's Boy",1803,1919,"Morland, George",,99,M,George
Michel le Tellier,1659,1919,"Nanteuil, Robert",,100,M,Robert
Shepherd's Meal,1803,1919,"Smith, John R.",,100,M,John
Shepherd's Meal,1803,1919,"Morland, George",,99,M,George
Credulous Innocence, 1788,1919,"Young, John",,100,M,John
Credulous Innocence, 1788,1919,"Morland, George",,99,M,George
Childish Amusement, 1789,1919,"Dickinson, William",,100,M,William
Childish Amusement, 1789,1919,"Morland, George",,99,M,George
Cottage Family,1803,1919,"Smith, John R.",,100,M,John
Cottage Family,1803,1919,"Morland, George",,99,M,George
Sir Richard Rainsford,1678-1679,1919,"Claret, William Wolfgang",,100,M,William
Sir Richard Rainsford,1678-1679,1919,"Tompson, Richard",,100,M,Richard
"The Hon. Sir George Wood, Knight",1824,1919,"Hodgetts, G.",,,,G.
"The Hon. Sir George Wood, Knight",1824,1919,"Lonsdale, James",,100,M,James
Sir Edward Littleton, 1680-1700,1919,"Williams, Robert",,100,M,Robert
Sir Edward Littleton, 1680-1700,1919,"Van Dyck, Anthony",,100,M,Anthony
Jacques Amelot,1655,1919,"Nanteuil, Robert",,100,M,Robert
"François Servien, Bishop de Bayeux",1656,1919,"Nanteuil, Robert",,100,M,Robert
"François Servien, Bishop de Bayeux",1656,1919,"Champaigne, Philippe de",,100,M,Philippe
Cup plate,1818-1834,,"Clews, James",,100,M,James
Cup plate,1818-1834,,"Clews, Ralph",,100,M,Ralph
Madame Bouthillier,1656,1919,"Nanteuil, Robert",,100,M,Robert
François de Clermont-Tonnerre,1655,1919,"Nanteuil, Robert",,100,M,Robert
Plate (America and Independence), 1818-1834,,"Clews, James",,100,M,James
Plate (America and Independence), 1818-1834,,"Clews, Ralph",,100,M,Ralph
Plate,1818-1834,,"Clews, James",,100,M,James
Plate,1818-1834,,"Clews, Ralph",,100,M,Ralph
Nicolas Fouquet,1662,1919,"Nanteuil, Robert",,100,M,Robert
"Plate, Soup (Playing at Draughts)",1818-1834,,"Clews, James",,100,M,James
"Plate, Soup (Playing at Draughts)",1818-1834,,"Clews, Ralph",,100,M,Ralph
Guillaume de Lamoignan,1663,1919,"Nanteuil, Robert",,100,M,Robert
"François de Bonne, Maréchal de Crequi",1662,1919,"Nanteuil, Robert",,100,M,Robert
Pompone II de Bellièvre,1657,1919,"Nanteuil, Robert",,100,M,Robert
Pompone II de Bellièvre,1657,1919,"Le Brun, Charles",,100,M,Charles
Creamer, 1818-1834,,"Clews, James",,100,M,James
Creamer, 1818-1834,,"Clews, Ralph",,100,M,Ralph
Pierre Jeannin,1656,1919,"Nanteuil, Robert",,100,M,Robert
The Fair, 1655-1660,1919,"Ostade, Adriaen Van",,,,Adriaen
Disparate Ridiculo (Ridiculous Folly or Extravagant Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Volante (Folly on the Wing or Flying Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Los Ensacados (People in Sacks), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Triple (Triple Folly) or Exhortaciones (Exhortations), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Desenfrenado (Unbridled Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Quieto (Still Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Modo de Volar (One Way to Fly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Allegre (Merry Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Fúnebre (Funeral Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Bobalicón (The Giant or The Dancing Giant), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Claro (Clear Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate de Carnabal (Carnival Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate de Miedo (Folly of Fear), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Feminino (Feminine Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Cruel (Cruel Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate General (Universal Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Desordenado (Disorderly Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Disparate Pobre (Poor Folly), 1810-1823/ 1864,1919,"Goya, Francisco de",,99,M,Francisco
Soup dish (Beauties of America...), 1814-1830,,"Ridgway, John",,100,M,John
Soup dish (Beauties of America...), 1814-1830,,"Ridgway, William",,100,M,William
Soup dish,1841-1860,,"Wedgwood, John",,100,M,John
Creamer, 1785,,"Wood, Enoch",,100,M,Enoch
The Palaces,1879-1880,1919,"Whistler, James McNeill",,100,M,James
The Fitting,1890-1891,1919,"Cassatt, Mary",,100,F,Mary
The Coiffure (La Toilette),1890-1891,1919,"Cassatt, Mary",,100,F,Mary
Unfinished Sketch of Lady Haden,1895,1919,"Whistler, James McNeill",,100,M,James
"The Little Doorway, Lyme Regis",1895,1919,"Whistler, James McNeill",,100,M,James
The Fan,1879,1919,"Whistler, James McNeill",,100,M,James
The Thames,1896,1919,"Whistler, James McNeill",,100,M,James
A company of Zouaves seize a German battery (September 1914) Battle of Marne, 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
Traité des Negres,1794,1919,"Rollet, Louis-René-Lucien",,,,Louis-René-Lucien
Traité des Negres,1794,1919,"Morland, George",,99,M,George
Brilliant Attack of the Indians at Neuve-Chapelle (March 1915), 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
"After the bitter struggle around Lizerne, our infantry pursue the last German in retreat, who have left the ground literally covered with dead. 2nd Battle of Flanders (April 1915)", 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
Outrageous failure of the Germans on the Yser (May 1915), 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
Sikhs charging in a wood of fir trees furrowed by English artillery (May 19) Southwest of Ypres, 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
"The Village of Albain - St. Nazaire captured by Bayonette in a fierce house to the struggle, Battle around Arras (May 9-12  19-)", 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
"With an unequalled effort our infantry captured piece by piece the enemy's positions in the village of Carancy (May 12, 1915)", 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
"Our stretcher-bearers searching their wounded among the dead Germans after the Battle of Lorette (May 20, 1915)", 1915-1919,1919,"Lorenzi, Alberto Fabi0",,99,M,Alberto
The Puritan,1883-1886 cast 1899,1919,"Saint-Gaudens, Augustus",,100,M,Augustus
Victory,1892-1903,1919,"Saint-Gaudens, Augustus",,100,M,Augustus
Panther Seizing a Stag, 1835-1840,1919,"Barye, Antoine Louis",,99,M,Antoine
Tiger Attacking an Antelope, 1835-1840,1919,"Barye, Antoine Louis",,99,M,Antoine
Urn of Life, 1898-1900,1919,"Barnard, George Grey",,99,M,George
The Prodigal Son,1904-1906,1919,"Barnard, George Grey",,99,M,George
"Bridge and Goats, plate 43 from the Liber Studiorum",1807-1812,1919,"Turner, Joseph M.",,100,M,Joseph
"Bridge and Goats, plate 43 from the Liber Studiorum",1807-1812,1919,"Lewis, Frederick Christian",,100,M,Frederick
"Berry Pomeroy Castle [Raglan Castle], plate 58 from the Liber Studiorum",1816,1919,"Turner, Joseph M.",,100,M,Joseph
"Berry Pomeroy Castle [Raglan Castle], plate 58 from the Liber Studiorum",1816,1919,"Dawe, Henry Edward",,100,M,Henry
"The Seasons, Spring",1617,1996,"Velde, Jan van de",,73,F,Jan
"The Seasons, Summer",1617,1996,"Velde, Jan van de",,73,F,Jan
"The Seasons, Autumn",1617,1996,"Velde, Jan van de",,73,F,Jan
"The Seasons, Winter",1617,1996,"Velde, Jan van de",,73,F,Jan
"Band Shell, Boston, MA; [exterior perspective]", 1935,1996,"Kellogg, Harold  F.",,100,M,Harold
"Stage Set for RKO Pictures' ""She""; [study]",1935,1996,"Stott, Robert D.",,100,M,Robert
"Stage Set for RKO Pictures' ""She""; [interior perspectives]",1935,1996,"Stott, Robert D.",,100,M,Robert
"Stage Set for RKO Pictures' ""She""; [sketch]",1935,1996,"Stott, Robert D.",,100,M,Robert
"Stage Set for RKO Pictures' ""She""; [sketch]",1935,1996,"Stott, Robert D.",,100,M,Robert
Island,1996,1996,"Grauerholz, Angela",,100,F,Angela
Marquiscarpa #19,1991,1996,"Marquis, Richard",,100,M,Richard
Tea service (True Round Barn),1996,1996,"Anderson, Daniel",,100,M,Daniel
Untitled,1995,1996,"Odundo, Magdalene",,100,F,Magdalene
The Life of Flight,1995,1996,"Weiser, Kurt",,100,M,Kurt
Chaise longue,1929,1996,Le Corbusier,,64,F,Le
Chaise longue,1929,1996,"Jeanneret, Pierre",,100,M,Pierre
Chaise longue,1929,1996,"Perriand, Charlotte",,100,F,Charlotte
Self-Portrait,1995,1996,"Close, Chuck",,100,M,Chuck
Filatrice (spinner),1850,1996,"Brown, Henry Kirke",,100,M,Henry
"Horse's Head, Conanicut, RI",1895,1996,"Richards, William T.",,100,M,William
"Piazza del Popolo, Rome, Italy; [exterior elevation, section]",1910,1996,"Lewis, Ernest F.",,99,M,Ernest
"Piazza del Popolo, Rome, Italy; [exterior elevation, section]",1910,1996,"Lewis, Ernest F.",,99,M,Ernest
"Piazza del Popolo, Rome, Italy; [exterior elevation, site plan]",1910,1996,"Lewis, Ernest F.",,99,M,Ernest
Tomb; [exterior perspective],1913,1996,"Schwarz, Franz",,100,M,Franz
Jetty Net,1993,1996,"Bates, David",,100,M,David
Not Always Invited to Dinner,1995,1996,"Saunders, Raymond Jennings",,100,M,Raymond
Cylinder,1995,1996,"Manz, Bodil",,,,Bodil
Suspended Artifact,1995,1996,"Morris, William",,100,M,William
Chaise Lounge, 1968,1996,"Kjaerholm, Poul",,100,M,Poul
"Nude, Blue Crayon", 1920,1996,"Lachaise, Gaston",,100,M,Gaston
body object series #8 • paddle,1984,1996,"Hamilton, Ann",,100,F,Ann
body object series #9 • stoveplate,1984,1996,"Hamilton, Ann",,100,F,Ann
body object series #10 • basket,1984,1996,"Hamilton, Ann",,100,F,Ann
body object series #11 • boot,1984,1996,"Hamilton, Ann",,100,F,Ann
body object series #15 • honey hat,1984,1996,"Hamilton, Ann",,100,F,Ann
Untitled ,1996,1996,"Artschwager, Richard",,100,M,Richard
Untitled ,1996,1996,"Artschwager, Richard",,100,M,Richard
Untitled ,1996,1996,"Artschwager, Richard",,100,M,Richard
Untitled ,1996,1996,"Artschwager, Richard",,100,M,Richard
Untitled ,1996,1996,"Artschwager, Richard",,100,M,Richard
Untitled ,1996,1996,"Artschwager, Richard",,100,M,Richard
Night Sky #12,1995-1996,1996,"Celmins, Vija",,,,Vija
Untitled (Yellow Bath),1996,1996,"Whiteread, Rachel",,100,F,Rachel
Crystal cup,1980,1996,"Price, Ken",,100,M,Ken
Side chair, 1820,1996,"Bouvier, Michel",,73,M,Michel
Die Zeit chair,1902,1996,"Wagner, Otto",,100,M,Otto
Delft and Brass, 1922,1996,"Carlsen, Dines",,,,Dines
Pittsburgh at Night, 1920,1996,"Gorson, Aaron H.",,99,M,Aaron
Moonlight,1911,1996,"Le Sidaner, Henri",,94,M,Henri
By the River, 1912,1996,"Redfield, Edward W.",,100,M,Edward
Union Soldiers Accepting a Drink, 1865,1996,"Johnson, Eastman",,,,Eastman
Niagara Falls from Goat Island,1848,1996,"Frankenstein, Godfrey",,100,M,Godfrey
"Courtyard of the Ecole des Beaux Arts, Paris, France; [exterior perspective]", 1845,1996,"Duban, Jacques F.",,97,M,Jacques
Room; [interior perspective], 1830,1996,"Duban, Jacques F.",,97,M,Jacques
